Item number,Name,Brand,Modul,Cost Value,januar,februar,marts,april,maj,juni,juli,august,september,oktober,november,december,Total
40079,Funko! MM SW Ep9 12 pcs PDQ,Funko!,SalgsOrdre DK,17.89979,0.0,0.0,0.0,756.0,0.0,0.0,0,0,0,0,0,0,756.0
40079,Funko! MM SW Ep9 12 pcs PDQ,Funko!,Stock,17.89979,864.0,864.0,864.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
33427,Funko! MM Wreck it Ralph 2 12pcs CDU,Funko!,SalgsOrdre DK,19.81,0.0,0.0,0.0,756.0,0.0,0.0,0,0,0,0,0,0,756.0
33427,Funko! MM Wreck it Ralph 2 12pcs CDU,Funko!,Stock,19.81,792.0,792.0,792.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
40905,Funko! Pocket POP Keychain Frozen 2 Olaf,Funko!,SalgsOrdre DK,12.82592,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
40905,Funko! Pocket POP Keychain Frozen 2 Olaf,Funko!,Stock,12.82592,1056.0,1044.0,1044.0,1044.0,1044.0,1044.0,1044,1044,1044,1044,1044,1044,1044.0
45742,"Funko! POP 10"" Disney Mulan Mushu",Funko!,Stock,96.76182,20.0,20.0,20.0,20.0,20.0,20.0,20,20,20,20,20,20,20.0
55636,"Funko! POP 10"" Exclusive MOTU Skeletor(GW)",Funko!,Købsordre,152.0,0.0,150.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
55636,"Funko! POP 10"" Exclusive MOTU Skeletor(GW)",Funko!,SalgsOrdre SE,152.0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,0,0,0,90.0
55636,"Funko! POP 10"" Exclusive MOTU Skeletor(GW)",Funko!,SalgsOrdre OT,152.0,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60.0
55636,"Funko! POP 10"" Exclusive MOTU Skeletor(GW)",Funko!,Stock,152.0,0.0,90.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
54610,"Funko! POP 10"" Exclusive Transformers Optimus Prim",Funko!,Købsordre,152.0,402.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,402.0
54610,"Funko! POP 10"" Exclusive Transformers Optimus Prim",Funko!,Stock,152.0,402.0,402.0,402.0,402.0,402.0,402.0,402,402,402,402,402,402,402.0
54575,"Funko! POP 10"" ExclusiveStar Wars Artist Series S",Funko!,Købsordre,152.0,202.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,202.0
54575,"Funko! POP 10"" ExclusiveStar Wars Artist Series S",Funko!,Stock,152.0,202.0,202.0,202.0,202.0,202.0,202.0,202,202,202,202,202,202,202.0
48038,"Funko! POP 10"" HP Dumbledore w/Fawkes",Funko!,Købsordre,89.97333,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
48038,"Funko! POP 10"" HP Dumbledore w/Fawkes",Funko!,Stock,89.97333,0.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6.0
48037,"Funko! POP 10"" HP: Voldemort w. Nagini",Funko!,Invoiced DK,89.9725,-4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-4.0
48037,"Funko! POP 10"" HP: Voldemort w. Nagini",Funko!,Stock,89.9725,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4.0
48480,"Funko! POP 10"" MHA All Might",Funko!,Invoiced SE,89.13773,350.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,350.0
48480,"Funko! POP 10"" MHA All Might",Funko!,Stock,89.13773,154.0,154.0,154.0,154.0,154.0,154.0,154,154,154,154,154,154,154.0
42047,"Funko! POP 10"" Mickey Mouse Mickey (Color)",Funko!,Invoiced SE,118.2693,350.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,350.0
42047,"Funko! POP 10"" Mickey Mouse Mickey (Color)",Funko!,SalgsOrdre DK,118.2693,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0
42047,"Funko! POP 10"" Mickey Mouse Mickey (Color)",Funko!,Stock,118.2693,358.0,356.0,356.0,356.0,356.0,356.0,356,356,356,356,356,356,356.0
47811,"Funko! POP 10"" Minions 2 Roller Skating Stuart",Funko!,Købsordre,114.56,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
47811,"Funko! POP 10"" Minions 2 Roller Skating Stuart",Funko!,SalgsOrdre DK,114.56,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
47811,"Funko! POP 10"" Minions 2 Roller Skating Stuart",Funko!,Stock,114.56,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30.0
52359,"Funko! POP 10"" NBA: Lakers LeBron James (Purple J)",Funko!,Stock,89.1375,36.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
50559,"Funko! POP 10"" Pokemon Bulbasaur EMEA",Funko!,Købsordre,89.13774,286.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,286.0
50559,"Funko! POP 10"" Pokemon Bulbasaur EMEA",Funko!,SalgsOrdre DK,89.13774,48.0,154.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,202.0
50559,"Funko! POP 10"" Pokemon Bulbasaur EMEA",Funko!,SalgsOrdre SE,89.13774,0.0,26.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,26.0
50559,"Funko! POP 10"" Pokemon Bulbasaur EMEA",Funko!,Stock,89.13774,238.0,58.0,58.0,58.0,58.0,58.0,58,58,58,58,58,58,58.0
50560,"Funko! POP 10"" Pokemon S1 Charmander",Funko!,Købsordre,114.56,0.0,900.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,900.0
50560,"Funko! POP 10"" Pokemon S1 Charmander",Funko!,Stock,114.56,0.0,900.0,900.0,900.0,900.0,900.0,900,900,900,900,900,900,900.0
31542,"Funko! POP 10"" Pokemon S1 Pikachu",Funko!,Invoiced DK,89.13768,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48.0
31542,"Funko! POP 10"" Pokemon S1 Pikachu",Funko!,Invoiced SE,89.13768,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.0
31542,"Funko! POP 10"" Pokemon S1 Pikachu",Funko!,SalgsOrdre DK,89.13768,0.0,152.0,50.0,0.0,0.0,0.0,0,0,0,0,0,0,202.0
31542,"Funko! POP 10"" Pokemon S1 Pikachu",Funko!,SalgsOrdre SE,89.13768,168.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,168.0
31542,"Funko! POP 10"" Pokemon S1 Pikachu",Funko!,Stock,89.13768,52.0,-100.0,-150.0,-150.0,-150.0,-150.0,-150,-150,-150,-150,-150,-150,-150.0
50561,"Funko! POP 10"" Pokemon S1 Squirtle",Funko!,Købsordre,114.56,0.0,900.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,900.0
50561,"Funko! POP 10"" Pokemon S1 Squirtle",Funko!,Stock,114.56,0.0,900.0,900.0,900.0,900.0,900.0,900,900,900,900,900,900,900.0
49757,"Funko! POP 10"" SW Mandalorian - The Child",Funko!,Købsordre,86.93683,244.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,244.0
49757,"Funko! POP 10"" SW Mandalorian - The Child",Funko!,Invoiced SE,86.93683,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56.0
49757,"Funko! POP 10"" SW Mandalorian - The Child",Funko!,SalgsOrdre DK,86.93683,0.0,110.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,110.0
49757,"Funko! POP 10"" SW Mandalorian - The Child",Funko!,Stock,86.93683,326.0,216.0,216.0,216.0,216.0,216.0,216,216,216,216,216,216,216.0
48054,"Funko! POP 18"" Harry Potter",Funko!,Købsordre,329.91,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,21.0
48054,"Funko! POP 18"" Harry Potter",Funko!,SalgsOrdre DK,329.91,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
48054,"Funko! POP 18"" Harry Potter",Funko!,Stock,329.91,12.0,12.0,12.0,12.0,12.0,12.0,12,12,12,12,12,12,12.0
50094,"Funko! POP 18"" Marvel: GotG - 18"" Dancing Groot",Funko!,Stock,329.90917,36.0,36.0,36.0,36.0,36.0,36.0,36,36,36,36,36,36,36.0
27030,Funko! POP 2PK Convention Excl SW Solo: Fight Droi,Funko!,Købsordre,60.2551,0.0,102.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
27030,Funko! POP 2PK Convention Excl SW Solo: Fight Droi,Funko!,Stock,60.2551,102.0,204.0,204.0,204.0,204.0,204.0,204,204,204,204,204,204,204.0
36992,Funko! POP 2PK Exclusive Modern Family Cam and Mit,Funko!,Købsordre,77.44,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
36992,Funko! POP 2PK Exclusive Modern Family Cam and Mit,Funko!,SalgsOrdre SE,77.44,0.0,180.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
36992,Funko! POP 2PK Exclusive Modern Family Cam and Mit,Funko!,Stock,77.44,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
46770,Funko! POP 2-PK SW: ESB Han & Leia,Funko!,SalgsOrdre SE,58.43333,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
46770,Funko! POP 2-PK SW: ESB Han & Leia,Funko!,Stock,58.43333,24.0,24.0,24.0,24.0,24.0,24.0,24,24,24,24,24,24,24.0
53008,Funko! POP 5-Pack Foldable POP Protector (UV),Funko!,Købsordre,25.52127,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
53008,Funko! POP 5-Pack Foldable POP Protector (UV),Funko!,Invoiced SE,25.52127,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,102.0
53008,Funko! POP 5-Pack Foldable POP Protector (UV),Funko!,SalgsOrdre SE,25.52127,0.0,0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
53008,Funko! POP 5-Pack Foldable POP Protector (UV),Funko!,Stock,25.52127,102.0,102.0,-98.0,-98.0,-98.0,-98.0,-98,-98,-98,-98,-98,-98,-98.0
14292-P6-19X,"Funko! POP 6"" Exclusive Dragonball Z: Shenron Drag",Funko!,Købsordre,62.88,246.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,246.0
14292-P6-19X,"Funko! POP 6"" Exclusive Dragonball Z: Shenron Drag",Funko!,Stock,62.88,246.0,246.0,246.0,246.0,246.0,246.0,246,246,246,246,246,246,246.0
50434,"Funko! POP 6"" Exclusive Horizon Zero Dawn Thunderj",Funko!,Købsordre,62.88,222.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,222.0
50434,"Funko! POP 6"" Exclusive Horizon Zero Dawn Thunderj",Funko!,SalgsOrdre DK,62.88,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0
50434,"Funko! POP 6"" Exclusive Horizon Zero Dawn Thunderj",Funko!,SalgsOrdre SE,62.88,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
50434,"Funko! POP 6"" Exclusive Horizon Zero Dawn Thunderj",Funko!,Stock,62.88,222.0,99.0,99.0,99.0,99.0,99.0,99,99,99,99,99,99,99.0
5864,"Funko! POP 6"" HP: RUBEUS HAGRID",Funko!,Købsordre,44.38333,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
5864,"Funko! POP 6"" HP: RUBEUS HAGRID",Funko!,SalgsOrdre DK,44.38333,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
5864,"Funko! POP 6"" HP: RUBEUS HAGRID",Funko!,Stock,44.38333,9.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3.0
47668,"Funko! POP 6"" Yu-Gi-Oh Exodia",Funko!,Købsordre,57.04,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
47668,"Funko! POP 6"" Yu-Gi-Oh Exodia",Funko!,Stock,57.04,0.0,12.0,12.0,12.0,12.0,12.0,12,12,12,12,12,12,12.0
50075,Funko! POP AND TEE DBZ Goku SS3(GW) L,Funko!,Købsordre,92.0,200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
50075,Funko! POP AND TEE DBZ Goku SS3(GW) L,Funko!,Stock,92.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200,200,200,200,200.0
UT-56689,Funko! POP AND TEE DEADPOOL BBQ GRILL (BLACK) CAD,Funko!,Købsordre,92.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,80.0
UT-56689,Funko! POP AND TEE DEADPOOL BBQ GRILL (BLACK) CAD,Funko!,Stock,92.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80,80,80,80,80.0
UT-56685,Funko! POP AND TEE DEADPOOL DANGER DINO (SPORT,Funko!,Købsordre,92.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,50.0
UT-56685,Funko! POP AND TEE DEADPOOL DANGER DINO (SPORT,Funko!,Stock,92.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50,50,50,50,50.0
UT-56686,Funko! POP AND TEE DEADPOOL DANGER DINO (SPORT GRE,Funko!,Købsordre,92.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,80.0
UT-56686,Funko! POP AND TEE DEADPOOL DANGER DINO (SPORT GRE,Funko!,Stock,92.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80,80,80,80,80.0
43023,Funko! POP Chrome Exclusive Chewbacca (GP) (MT),Funko!,Købsordre,35.17,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24.0
43023,Funko! POP Chrome Exclusive Chewbacca (GP) (MT),Funko!,SalgsOrdre DK,35.17,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
43023,Funko! POP Chrome Exclusive Chewbacca (GP) (MT),Funko!,Stock,35.17,18.0,18.0,18.0,18.0,18.0,18.0,18,18,18,18,18,18,18.0
43020,Funko! POP Chrome Exclusive Darth Maul(GP)(MT),Funko!,SalgsOrdre SE,35.16956,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
36220,Funko! POP Chrome Exclusive Infinity War Thanos,Funko!,SalgsOrdre DK,35.49946,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
36220,Funko! POP Chrome Exclusive Infinity War Thanos,Funko!,Stock,35.49946,168.0,162.0,162.0,162.0,162.0,162.0,162,162,162,162,162,162,162.0
52696,Funko! POP Chrome Exclusive SW The Mandalorian,Funko!,Invoiced SE,35.16956,288.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,288.0
52696,Funko! POP Chrome Exclusive SW The Mandalorian,Funko!,Invoiced OT,35.16956,504.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
52696,Funko! POP Chrome Exclusive SW The Mandalorian,Funko!,Stock,35.16956,252.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
43018,Funko! POP Chrome Exclusive Yoda (GP) (MT),Funko!,SalgsOrdre DK,35.16952,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
43018,Funko! POP Chrome Exclusive Yoda (GP) (MT),Funko!,Stock,35.16952,48.0,48.0,48.0,48.0,48.0,48.0,48,48,48,48,48,48,48.0
45997,Funko! POP Convention DBZ Piccolo (GR)(CH),Funko!,SalgsOrdre DK,38.90431,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
45997,Funko! POP Convention DBZ Piccolo (GR)(CH),Funko!,Stock,38.90431,96.0,90.0,90.0,90.0,90.0,90.0,90,90,90,90,90,90,90.0
50688,"Funko! POP Convention EXC. 6"" Princess Bride Fezzi",Funko!,Købsordre,75.0075,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48.0
50688,"Funko! POP Convention EXC. 6"" Princess Bride Fezzi",Funko!,SalgsOrdre OT,75.0075,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60.0
54261,Funko! POP Convention EXC. Alice in Wonderland 60t,Funko!,Købsordre,61.04,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
54261,Funko! POP Convention EXC. Alice in Wonderland 60t,Funko!,SalgsOrdre SE,61.04,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
54261,Funko! POP Convention EXC. Alice in Wonderland 60t,Funko!,Stock,61.04,300.0,96.0,96.0,96.0,96.0,96.0,96,96,96,96,96,96,96.0
48520,Funko! POP Convention EXC. Danny Phantom Danny,Funko!,Købsordre,47.49444,108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
48520,Funko! POP Convention EXC. Danny Phantom Danny,Funko!,Stock,47.49444,108.0,108.0,108.0,108.0,108.0,108.0,108,108,108,108,108,108,108.0
51397,Funko! POP Convention EXC. DC Imperial Deathstroke,Funko!,SalgsOrdre SE,61.04,0.0,240.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,240.0
51397,Funko! POP Convention EXC. DC Imperial Deathstroke,Funko!,Stock,61.04,0.0,-240.0,-240.0,-240.0,-240.0,-240.0,-240,-240,-240,-240,-240,-240,-240.0
54550,Funko! POP Convention EXC. Deadpool Deadpool w/ted,Funko!,Købsordre,61.04,240.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,240.0
54550,Funko! POP Convention EXC. Deadpool Deadpool w/ted,Funko!,SalgsOrdre SE,61.04,0.0,240.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,240.0
54550,Funko! POP Convention EXC. Deadpool Deadpool w/ted,Funko!,Stock,61.04,240.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
51289,Funko! POP Convention EXC. Experience Spider-Man 2,Funko!,Købsordre,61.04,396.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,396.0
51289,Funko! POP Convention EXC. Experience Spider-Man 2,Funko!,SalgsOrdre SE,61.04,0.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
51289,Funko! POP Convention EXC. Experience Spider-Man 2,Funko!,Stock,61.04,396.0,192.0,192.0,192.0,192.0,192.0,192,192,192,192,192,192,192.0
50678,Funko! POP Convention EXC. Marvel Zombies Morbius,Funko!,SalgsOrdre SE,61.04,0.0,180.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
50678,Funko! POP Convention EXC. Marvel Zombies Morbius,Funko!,Stock,61.04,0.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180,-180,-180,-180,-180,-180,-180.0
48548,Funko! POP Convention EXC. SitS Pig-Faced Madam Mi,Funko!,Købsordre,61.04,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
48548,Funko! POP Convention EXC. SitS Pig-Faced Madam Mi,Funko!,SalgsOrdre SE,61.04,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,120.0
48548,Funko! POP Convention EXC. SitS Pig-Faced Madam Mi,Funko!,Stock,61.04,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
45918,Funko! POP Convention Excl D&D Gelatinous Cube,Funko!,Købsordre,47.49444,108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,108.0
45918,Funko! POP Convention Excl D&D Gelatinous Cube,Funko!,Stock,47.49444,216.0,216.0,216.0,216.0,216.0,216.0,216,216,216,216,216,216,216.0
49816,Funko! POP Convention Excl Fortnite Ripley,Funko!,Stock,47.50139,2820.0,2820.0,2820.0,2820.0,2820.0,2820.0,2820,2820,2820,2820,2820,2820,2820.0
43393,Funko! POP Convention Exclusive DBZ Final flash Ve,Funko!,Invoiced OT,47.49446,204.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
43363,Funko! POP Convention Exclusive Marvel: Avengers E,Funko!,Købsordre,50.78,0.0,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
43363,Funko! POP Convention Exclusive Marvel: Avengers E,Funko!,SalgsOrdre OT,50.78,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
43363,Funko! POP Convention Exclusive Marvel: Avengers E,Funko!,Stock,50.78,-300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
46317,Funko! POP Convention Exclusive SW: Boba Fett,Funko!,Købsordre,47.49444,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,30.0
46317,Funko! POP Convention Exclusive SW: Boba Fett,Funko!,SalgsOrdre DK,47.49444,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0
46317,Funko! POP Convention Exclusive SW: Boba Fett,Funko!,Stock,47.49444,18.0,18.0,18.0,18.0,18.0,18.0,18,18,18,18,18,18,18.0
54586,Funko! POP Deluxe EXCL. MOTU Skeletor on Throne,Funko!,Købsordre,140.0,204.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
54586,Funko! POP Deluxe EXCL. MOTU Skeletor on Throne,Funko!,SalgsOrdre SE,140.0,0.0,0.0,204.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
54586,Funko! POP Deluxe EXCL. MOTU Skeletor on Throne,Funko!,Stock,140.0,204.0,204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
52711,Funko! POP DELUXE Exclusive Marvel-Luke Cage(Graff,Funko!,Købsordre,140.0,384.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,384.0
52711,Funko! POP DELUXE Exclusive Marvel-Luke Cage(Graff,Funko!,SalgsOrdre DK,140.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
52711,Funko! POP DELUXE Exclusive Marvel-Luke Cage(Graff,Funko!,SalgsOrdre SE,140.0,0.0,180.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
52711,Funko! POP DELUXE Exclusive Marvel-Luke Cage(Graff,Funko!,Stock,140.0,384.0,198.0,198.0,198.0,198.0,198.0,198,198,198,198,198,198,198.0
46764,Funko! POP DELUXE SW Luke on Taun,Funko!,Stock,86.46167,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6.0
45547,Funko! POP DELUXE SW Mandalorian - The M. on Blurg,Funko!,Stock,80.70567,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30.0
52708,Funko! POP Deluxe W/Case EXCL. Marvel-StanLee(Graf,Funko!,Købsordre,164.0,201.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,201.0
52708,Funko! POP Deluxe W/Case EXCL. Marvel-StanLee(Graf,Funko!,Stock,164.0,201.0,201.0,201.0,201.0,201.0,201.0,201,201,201,201,201,201,201.0
54287,Funko! POP Diamond Glitter Coke- Coca-Cola Can (DG,Funko!,Købsordre,46.0,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
54287,Funko! POP Diamond Glitter Coke- Coca-Cola Can (DG,Funko!,Stock,46.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150,150,150,150,150.0
36650,Funko! POP Diamond Glitter Excl Elvis '68ComebackS,Funko!,Købsordre,46.0,0.0,0.0,150.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
36650,Funko! POP Diamond Glitter Excl Elvis '68ComebackS,Funko!,Stock,46.0,0.0,0.0,150.0,150.0,150.0,150.0,150,150,150,150,150,150,150.0
52256,Funko! POP Diamond Glitter EXCL. Coca-Cola Polar B,Funko!,SalgsOrdre SE,35.79207,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
55660,Funko! POP Diamond Glitter EXCL. DBZ-SSGokuW/Kameh,Funko!,Købsordre,46.0,0.0,504.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
55660,Funko! POP Diamond Glitter EXCL. DBZ-SSGokuW/Kameh,Funko!,SalgsOrdre OT,46.0,0.0,252.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,252.0
55660,Funko! POP Diamond Glitter EXCL. DBZ-SSGokuW/Kameh,Funko!,Stock,46.0,0.0,252.0,252.0,252.0,252.0,252.0,252,252,252,252,252,252,252.0
34217,Funko! POP Disney: Dumbo (Live) Dreamland Dumbo,Funko!,Købsordre,26.53243,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
34217,Funko! POP Disney: Dumbo (Live) Dreamland Dumbo,Funko!,Invoiced SE,26.53243,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
34217,Funko! POP Disney: Dumbo (Live) Dreamland Dumbo,Funko!,Stock,26.53243,216.0,216.0,216.0,216.0,216.0,216.0,216,216,216,216,216,216,216.0
48512,Funko! POP Excl. box w. skin GSB Marvel Scotch,Funko!,Købsordre,151.2,250.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,250.0
48512,Funko! POP Excl. box w. skin GSB Marvel Scotch,Funko!,Stock,151.2,250.0,250.0,250.0,250.0,250.0,250.0,250,250,250,250,250,250,250.0
32277,Funko! POP Exclusive  Overwatch: Ana Shrike Skin,Funko!,Stock,30.41024,42.0,42.0,42.0,42.0,42.0,42.0,42,42,42,42,42,42,42.0
43970,Funko! POP Exclusive 80th Joker is Wild Batman,Funko!,SalgsOrdre DK,30.12754,348.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,348.0
43970,Funko! POP Exclusive 80th Joker is Wild Batman,Funko!,Stock,30.12754,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6.0
55967,Funko! POP Exclusive Anything Goes POP 6,Funko!,Købsordre,38.72,252.0,252.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
55967,Funko! POP Exclusive Anything Goes POP 6,Funko!,Stock,38.72,252.0,504.0,504.0,504.0,504.0,504.0,504,504,504,504,504,504,504.0
30344,Funko! POP Exclusive Avengers Infinity Iron Man w/,Funko!,Invoiced OT,30.12756,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,180.0
34154,Funko! POP Exclusive Beetlejuice: Lydia w/ Handboo,Funko!,Købsordre,38.72,144.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,144.0
34154,Funko! POP Exclusive Beetlejuice: Lydia w/ Handboo,Funko!,SalgsOrdre SE,38.72,0.0,144.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,144.0
34154,Funko! POP Exclusive Beetlejuice: Lydia w/ Handboo,Funko!,Stock,38.72,144.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
54438,Funko! POP Exclusive Big Red POP 11(GW),Funko!,Købsordre,38.72,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
54438,Funko! POP Exclusive Big Red POP 11(GW),Funko!,SalgsOrdre SE,38.72,0.0,150.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150.0
54438,Funko! POP Exclusive Big Red POP 11(GW),Funko!,Stock,38.72,150.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
55214,Funko! POP Exclusive Black Light Black Panther,Funko!,Købsordre,38.72,450.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,450.0
55214,Funko! POP Exclusive Black Light Black Panther,Funko!,Stock,38.72,450.0,450.0,450.0,450.0,450.0,450.0,450,450,450,450,450,450,450.0
